103.25	208
105.203	203.002
107.158	181.005
109.112	184.007
111.065	190.01
113.019	195.012
114.972	191.015
116.922	195.017
118.874	190.02
120.826	195.022
122.777	207.024
124.728	186.027
126.678	194.029
128.626	187.032
130.576	175.034
132.525	169.037
134.474	177.039
136.423	183.042
138.371	189.044
140.319	188.046
142.266	188.049
144.211	186.051
146.158	187.054
148.104	158.056
150.05	195.059
151.995	169.061
153.94	165.064
155.885	172.066
157.829	176.068
159.773	174.071
161.716	169.073
163.657	180.076
165.6	155.078
167.542	174.081
169.484	170.083
171.425	153.086
173.367	167.088
175.307	168.09
177.248	171.093
179.188	161.095
181.127	154.098
183.066	173.1
185.005	149.103
186.943	154.105
188.881	151.107
190.819	167.11
192.756	174.112
194.691	143.115
196.627	172.117
198.563	157.12
200.499	168.122
202.434	181.125
204.369	180.127
206.304	166.129
208.238	158.132
210.171	177.134
212.105	175.137
214.038	174.139
215.97	190.142
217.902	172.144
219.834	190.147
221.765	200.149
223.696	210.151
225.627	213.154
227.557	236.156
229.487	229.159
231.416	238.161
233.346	234.164
235.274	248.166
237.202	247.169
239.13	240.171
241.058	213.173
242.985	252.176
244.912	244.178
246.838	221.181
248.766	246.183
250.692	255.186
252.617	261.188
254.542	246.191
256.466	262.193
258.39	278.195
260.314	236.198
262.237	249.2
264.16	251.203
266.082	246.205
268.004	291.208
269.926	270.21
271.847	264.213
273.768	275.215
275.689	281.217
277.609	293.22
279.531	271.222
281.451	272.225
283.37	303.227
285.288	313.23
287.206	290.232
289.124	319.235
291.042	306.237
292.959	325.239
294.875	322.242
296.792	356.244
298.71	399.247
300.626	386.249
302.541	382.252
304.456	358.254
306.37	321.257
308.284	325.259
310.198	278.261
312.111	297.264
314.024	279.266
315.938	273.269
317.85	258.271
319.762	277.274
321.674	274.276
323.585	245.279
325.495	237.281
327.408	262.283
329.317	244.286
331.227	239.288
333.136	240.291
335.044	229.293
336.953	223.296
338.861	232.298
340.77	208.301
342.678	213.303
344.584	237.305
346.491	227.308
348.397	209.31
350.305	217.313
352.21	214.315
354.115	204.318
356.019	229.32
357.923	201.322
359.827	215.325
361.732	217.327
363.635	202.33
365.538	199.332
367.44	190.335
369.344	187.337
371.246	197.34
373.147	214.342
375.047	201.344
376.948	201.347
378.85	218.349
380.749	211.352
382.649	191.354
384.547	197.357
386.448	175.359
388.346	176.362
390.244	174.364
392.141	179.366
394.038	182.369
395.937	182.371
397.833	169.374
399.728	164.376
401.624	182.379
403.521	186.381
405.416	176.384
407.31	181.386
409.206	183.388
411.1	200.391
412.993	169.393
414.885	170.396
416.78	183.398
418.672	183.401
420.564	181.403
422.455	193.406
424.348	182.408
426.238	211.41
428.128	194.413
430.02	206.415
431.91	207.418
433.799	181.42
435.687	180.423
437.578	165.425
439.466	178.428
441.353	163.43
443.242	160.432
445.129	169.435
447.016	152.437
448.904	144.44
450.789	154.442
452.675	129.445
454.562	138.447
456.446	104.45
458.33	120.452
460.216	120.454
462.099	134.457
463.982	128.459
465.867	135.462
467.75	161.464
469.631	157.467
471.515	146.469
473.396	163.472
475.277	163.474
477.159	158.476
479.039	190.479
480.919	187.481
482.801	191.484
484.679	220.486
486.56	223.489
488.438	220.491
490.316	249.494
492.196	272.496
494.073	268.498
495.949	288.501
497.828	328.503
499.704	345.506
501.581	414.508
503.456	487.511
505.331	571.513
507.208	798.516
509.082	1208.52
510.958	1858.52
512.831	3722.52
514.704	8940.53
516.579	22617.5
518.451	23977.5
520.325	9453.53
522.196	3550.54
524.067	1853.54
525.94	1118.54
527.811	779.542
529.683	590.545
531.552	465.547
533.424	417.55
535.293	334.552
537.161	313.555
539.031	281.557
540.899	220.559
542.769	230.562
544.636	196.564
546.505	198.567
